afcd_code,name,kcal_per_100g,protein_g_per_100g,fat_g_per_100g,carbs_g_per_100g,fibre_g_per_100g
F007602,"Rabbit, flesh, casseroled, no added fat",170.2,29.3,5.7,0.2,0.0
F009465,"Venison, leg medallion, lean, raw",109.2,23.5,1.5,0.0,0.0
F009464,"Venison, leg medallion, lean, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",133.1,28.7,1.9,0.0,0.0
F009467,"Venison, mince, premium, raw",111.1,21.0,2.9,0.0,0.0
F009466,"Venison, mince, premium, baked, roasted, fried, stir-fried, grilled or BBQ'd, no added fat",153.9,29.8,3.7,0.0,0.0
F006862,"Pork, belly, rind removed, raw",307.4,18.6,26.2,0.0,0.0
F006860,"Pork, belly, rind removed, baked, no added fat",383.8,27.4,30.8,0.0,0.0
F006880,"Pork, crackling, roasted, salted",665.9,8.9,71.2,0.0,0.0
F006883,"Pork, diced, untrimmed, raw",120.0,22.8,3.1,0.0,0.0
F006881,"Pork, diced, untrimmed, fried, no added fat",154.6,31.3,3.1,0.0,0.0
F007128,"Pork, strips, untrimmed, raw",111.4,22.4,2.3,0.0,0.0
F007127,"Pork, strips, untrimmed, fried, no added fat",148.9,31.2,2.5,0.0,0.0
F006906,"Pork, forequarter (chop, roast, neck), separable fat, raw",488.0,9.6,50.8,0.0,0.0
F006940,"Pork, forequarter, separable fat, BBQ'd, no added fat",520.8,11.5,53.6,0.0,0.0
F006922,"Pork, forequarter chop, lean, raw",113.8,19.5,3.9,0.0,0.0
F006921,"Pork, forequarter chop, lean, BBQ'd, no added fat",162.5,26.3,6.3,0.0,0.0
F006910,"Pork, forequarter chop, untrimmed, raw",187.6,17.5,13.2,0.0,0.0
F006908,"Pork, forequarter chop, untrimmed, BBQ'd, no added fat",236.1,23.3,16.0,0.0,0.0
F007016,"Pork, loin chop, separable fat, raw",643.9,7.9,69.2,0.0,0.0
F007015,"Pork, loin chop, separable fat, BBQ'd, no added fat",660.9,8.8,70.7,0.0,0.0
F007019,"Pork, loin chop, lean, raw",110.2,23.2,1.8,0.0,0.0
F007017,"Pork, loin chop, lean, BBQ'd, no added fat",164.2,30.6,4.5,0.0,0.0
F006993,"Pork, loin chop, untrimmed, raw",168.5,21.5,9.2,0.0,0.0
F006991,"Pork, loin chop, untrimmed, BBQ'd, no added fat",222.3,28.0,12.2,0.0,0.0
F007028,"Pork, loin cutlet, untrimmed, raw",201.5,21.0,13.1,0.0,0.0
F007027,"Pork, loin cutlet, untrimmed, fried, no added fat",296.4,30.9,19.3,0.0,0.0
F007057,"Pork, mince, untrimmed, raw",178.8,20.9,10.6,0.0,0.0
F007055,"Pork, mince, as purchased, fried, no added fat",222.0,25.9,13.2,0.0,0.0
F006875,"Pork, butterfly steak, lean, raw",112.1,24.1,1.6,0.0,0.0
F006874,"Pork, butterfly steak, lean, grilled, no added fat",156.8,32.5,2.8,0.0,0.0
F006866,"Pork, butterfly steak, untrimmed, raw",153.7,22.7,7.0,0.0,0.0
F006864,"Pork, butterfly steak, untrimmed, grilled, no added fat",197.2,30.6,8.2,0.0,0.0
F007046,"Pork, medallion or loin steak, separable fat, raw",631.5,6.3,68.5,0.0,0.0
F007045,"Pork, medallion or loin steak, separable fat, fried, no added fat",551.4,14.9,55.5,0.0,0.0
F007049,"Pork, medallion or loin steak, lean, raw",112.1,24.1,1.6,0.0,0.0
F007048,"Pork, medallion or loin steak, lean, fried, no added fat",150.8,29.5,3.5,0.0,0.0
F007043,"Pork, medallion or loin steak, untrimmed, raw",147.0,22.9,6.1,0.0,0.0
F007042,"Pork, medallion or loin steak, untrimmed, fried, no added fat",213.0,33.2,8.8,0.0,0.0
F006965,"Pork, leg steak (rump), separable fat, raw",622.1,8.6,66.4,0.0,0.0
F006964,"Pork, leg steak (rump), separable fat, fried, no added fat",523.7,12.0,53.7,0.0,0.0
F007085,"Pork, rump steak, lean, raw",121.4,25.3,2.1,0.0,0.0
F007084,"Pork, rump steak, lean, fried, no added fat",149.9,28.6,3.8,0.0,0.0
F007082,"Pork, rump steak, untrimmed, raw",135.8,24.8,4.0,0.0,0.0
F007081,"Pork, rump steak, untrimmed, fried, no added fat",199.8,36.5,5.8,0.0,0.0
F006899,"Pork, fillet, lean, raw",103.5,23.1,1.1,0.0,0.0
F006892,"Pork, fillet, fully-trimmed, baked, no added fat",135.3,28.5,2.2,0.0,0.0
F006933,"Pork, forequarter shoulder roast, lean, raw",106.8,19.6,3.1,0.0,0.0
F006932,"Pork, forequarter shoulder roast, lean, BBQ'd, no added fat",157.3,24.8,6.4,0.0,0.0
F006929,"Pork, forequarter shoulder roast, untrimmed, raw",182.1,17.6,12.5,0.0,0.0
F006927,"Pork, forequarter shoulder roast, untrimmed, BBQ'd, no added fat",215.3,22.6,14.0,0.0,0.0
F006953,"Pork, leg roast, untrimmed, raw",163.7,21.6,8.6,0.0,0.0
F006951,"Pork, leg roast, untrimmed, baked, no added fat",221.3,31.2,10.7,0.0,0.0
F007035,"Pork, loin roast, separable fat, raw",702.9,5.2,77.1,0.0,0.0
F007034,"Pork, loin roast, separable fat, baked, no added fat",628.3,8.8,67.0,0.0,0.0
F007037,"Pork, loin roast, lean, raw",114.2,23.3,2.2,0.0,0.0
F007036,"Pork, loin roast, lean, baked, no added fat",205.5,31.9,8.6,0.0,0.0
F007030,"Pork, loin roast, untrimmed, raw",225.4,19.9,16.4,0.0,0.0
F007029,"Pork, loin roast, untrimmed, baked, no added fat",261.2,28.8,16.3,0.0,0.0
F007074,"Pork, round mini roast, separable fat, raw",440.2,11.3,44.6,0.0,0.0
F007073,"Pork, round mini roast, separable fat, baked, no added fat",468.7,16.3,45.5,0.0,0.0
F007077,"Pork, round mini roast, lean, raw",106.1,23.7,1.1,0.0,0.0
F007076,"Pork, round mini roast, lean, baked, no added fat",163.0,34.7,2.5,0.0,0.0
F007092,"Pork, scotch roast, separable fat, raw",507.6,10.7,52.5,0.0,0.0
F007091,"Pork, scotch roast, separable fat, baked, no added fat",496.2,12.2,50.5,0.0,0.0
F007094,"Pork, scotch roast, lean, raw",150.8,20.6,7.6,0.0,0.0
F007093,"Pork, scotch roast, lean, baked, no added fat",230.4,30.6,12.0,0.0,0.0
F007089,"Pork, scotch roast, untrimmed, raw",213.4,18.9,15.4,0.0,0.0
F007087,"Pork, scotch roast, untrimmed, baked, no added fat",244.7,29.6,14.1,0.0,0.0
F007117,"Pork, spare ribs, untrimmed, raw",286.3,18.1,24.0,0.0,0.0
F007113,"Pork, spare ribs, untrimmed, baked, no added fat",397.5,27.4,32.4,0.0,0.0
F007108,"Pork, spare ribs, marinated, baked, roasted, fried, grilled or BBQ'd, fat not further defined",353.7,23.4,27.0,5.1,0.1
F002769,"Chicken, separable fat, composite, raw",571.7,5.1,62.3,0.0,0.0
F002767,"Chicken, separable fat, composite, baked or roasted, no added fat",452.0,9.8,46.6,0.0,0.0
F002768,"Chicken, separable fat, composite, cooked, no added fat",692.9,6.2,75.5,0.0,0.0
F002773,"Chicken, skin, composite, raw",362.1,12.7,35.1,0.0,0.0
F002771,"Chicken, skin, composite, baked, no added fat",434.5,22.3,38.9,0.0,0.0
F002772,"Chicken, skin, composite, casseroled, no added fat",416.3,18.0,38.8,0.0,0.0
F002568,"Chicken, barbecued, with skin",192.6,27.5,8.9,0.0,1.1
F002594,"Chicken, breast, lean flesh, raw",98.5,22.5,0.8,0.0,0.0
F002590,"Chicken, breast, lean flesh, baked, no added fat",152.2,29.0,3.9,0.0,0.0
F002593,"Chicken, breast, lean flesh, grilled, no added fat",142.9,29.8,2.5,0.0,0.0
F002592,"Chicken, breast, lean flesh, fried, no added fat",158.5,34.5,1.8,0.7,0.0
F002591,"Chicken, breast, lean flesh, casseroled, no added fat",142.4,27.0,3.7,0.0,0.0
F002597,"Chicken, breast, lean flesh, skin & fat, raw",159.2,20.2,8.7,0.0,0.0
F002595,"Chicken, breast, lean flesh, skin & fat, baked, no added fat",193.1,27.8,9.1,0.0,0.0
F002647,"Chicken, drumstick, lean flesh, raw",117.6,18.5,4.8,0.0,0.0
F002645,"Chicken, drumstick, lean flesh, baked, no added fat",198.4,29.9,8.5,0.4,0.0
F002646,"Chicken, drumstick, lean flesh, casseroled, no added fat",174.5,28.6,6.6,0.0,0.0
F002650,"Chicken, drumstick, lean flesh, skin & fat, raw",154.2,17.6,9.3,0.0,0.0
F002648,"Chicken, drumstick, lean flesh, skin & fat, baked, no added fat",237.3,28.5,13.6,0.3,0.0
F002649,"Chicken, drumstick, lean flesh, skin & fat, casseroled, no added fat",212.5,26.9,11.6,0.0,0.0
F002739,"Chicken, mince, raw",96.6,21.4,1.1,0.0,0.0
F009831,"Chicken, mince, fried, no added fat",127.2,28.1,1.4,0.0,0.0
F002806,"Chicken, thigh, lean flesh, raw",104.2,19.1,3.0,0.0,0.0
F002804,"Chicken, thigh, lean flesh, baked, no added fat",175.2,24.2,8.7,0.0,0.0
F002805,"Chicken, thigh, lean flesh, casseroled, no added fat",193.6,26.3,9.8,0.0,0.0
F009806,"Chicken, thigh, lean flesh, fried, no added fat",158.2,27.6,5.2,0.0,0.0
F002809,"Chicken, thigh, lean flesh, skin & fat, raw",214.6,16.0,16.9,0.0,0.0
F002807,"Chicken, thigh, lean flesh, skin & fat, baked, no added fat",235.9,23.1,16.1,0.0,0.0
F002808,"Chicken, thigh, lean flesh, skin & fat, casseroled, no added fat",249.5,24.1,17.1,0.0,0.0
F002849,"Chicken, wing, lean flesh, raw",112.3,18.7,4.1,0.0,0.0
F002847,"Chicken, wing, lean flesh, baked, no added fat",193.6,30.9,7.7,0.0,0.0
F002848,"Chicken, wing, lean flesh, casseroled, no added fat",191.2,27.9,8.8,0.0,0.0
F002852,"Chicken, wing, lean flesh, skin & fat, raw",219.2,16.1,17.4,0.0,0.0
F002850,"Chicken, wing, lean flesh, skin & fat, baked, no added fat",266.7,28.2,17.2,0.0,0.0
F002851,"Chicken, wing, lean flesh, skin & fat, casseroled, no added fat",259.3,24.9,17.9,0.0,0.0
F002755,"Chicken, nugget, purchased frozen, baked, no added fat",268.6,14.1,15.2,17.8,1.6
F002752,"Chicken, nugget, purchased from independent takeaway & fast food chain, fried, undefined oil",263.6,13.1,15.8,16.8,1.1
F002751,"Chicken, nugget, purchased from fast food chain, grilled",195.5,14.8,5.9,19.9,1.3
F002559,"Chicken piece, flesh, skin & fat, coated, fast food outlet, fried",262.2,23.2,14.4,9.5,1.0
F009790,"Chicken, schnitzel, baked without fat",207.5,16.5,9.6,13.1,1.7
F009307,"Turkey, breast, lean flesh, raw",117.1,21.6,3.3,0.0,0.0
F009306,"Turkey, breast, lean flesh, baked, no added fat",154.9,29.4,4.0,0.0,0.0
F009309,"Turkey, breast, lean flesh, skin & fat, raw",158.5,20.4,8.5,0.0,0.0
F009308,"Turkey, breast, lean flesh, skin & fat, baked, no added fat",193.4,27.7,9.2,0.0,0.0
F009320,"Turkey, hindquarter, lean flesh, raw",121.9,18.4,5.3,0.0,0.0
F009319,"Turkey, hindquarter, lean flesh, baked, no added fat",170.7,26.8,7.0,0.0,0.0
F009322,"Turkey, hindquarter, lean flesh, skin & fat, raw",186.9,18.6,12.6,0.0,0.0
F009321,"Turkey, hindquarter, lean flesh, skin & fat, baked, no added fat",217.7,25.6,12.9,0.0,0.0
F003642,"Duck, skin & fat, raw",562.1,9.5,59.2,0.0,0.0
F003641,"Duck, skin & fat, baked, no added fat",481.8,13.4,48.3,0.0,0.0
F009805,"Duck, breast, lean flesh, raw",91.5,21.2,0.6,0.0,0.0
F009819,"Duck, breast, lean, fried, no added fat",120.5,28.0,0.8,0.0,0.0
F003632,"Duck, lean flesh, raw",120.9,17.8,5.5,0.0,0.0
F003631,"Duck, lean flesh, baked, no added fat",122.1,28.3,0.8,0.0,0.0
F003634,"Duck, lean flesh, skin & fat, raw",378.8,13.0,36.9,0.0,0.0
F003633,"Duck, lean flesh, skin & fat, baked, no added fat",418.3,17.3,39.4,0.0,0.0
F007570,"Quail, lean flesh & skin, raw",172.6,18.5,11.0,0.0,0.0
F007569,"Quail, lean flesh & skin, baked, no added fat",197.4,27.7,9.6,0.0,0.0
F003776,"Emu, fan fillet, raw",116.2,24.7,1.8,0.0,0.0
F003779,"Emu, steak, as purchased, raw",117.1,23.4,2.5,0.0,0.0
F003778,"Emu, steak, as purchased, fried, no added fat",153.9,30.8,3.3,0.0,0.0
F004787,"Kangaroo, loin fillet, raw",94.9,21.4,0.9,0.0,0.0
F004786,"Kangaroo, loin fillet, grilled, no added fat",132.9,30.1,1.2,0.0,0.0
F004790,"Kangaroo, rump, raw",89.1,20.3,0.8,0.0,0.0
F004789,"Kangaroo, rump, baked, no added fat",159.9,33.9,2.5,0.0,0.0
F009791,"Kangaroo, steak, as purchased, raw",101.8,22.5,1.0,0.4,0.0
F009815,"Kangaroo, steak, as purchased, fried, no added fat",156.5,34.6,1.5,0.6,0.0
F004793,"Kangaroo, tail, raw",91.1,20.0,1.1,0.0,0.0
F004792,"Kangaroo, tail, cooked, no added fat",110.9,24.4,1.3,0.0,0.0
F006282,"Ostrich, fan fillet, raw",101.3,23.4,0.7,0.0,0.0
F006283,"Ostrich, moon steak, raw",108.7,23.7,1.4,0.0,0.0
F006698,"Pigeon (squab), whole, raw",291.3,16.2,25.5,0.0,0.0
F010381,"Pigeon (squab), meat, cooked",401.8,22.3,35.2,0.0,0.0
F003299,"Crocodile, back leg, raw",108.7,22.0,2.2,0.0,0.0
F003301,"Crocodile, tail fillet, raw",105.6,22.5,1.6,0.0,0.0
F009793,"Crocodile, steak, as purchased, raw",97.0,20.6,1.5,0.0,0.0
F009817,"Crocodile, steak, as purchased, fried, no added fat",161.8,34.4,2.5,0.0,0.0
F002709,"Chicken, liver, raw",111.4,16.9,4.8,0.0,0.0
F002708,"Chicken, liver, fried, added butter",178.3,20.2,10.9,0.0,0.0
F005021,"Lamb, liver, grilled, no added fat",188.3,21.5,10.2,2.6,0.0
F000228,"Bacon, middle rasher, untrimmed, raw",313.1,15.4,28.2,0.2,0.0
F000227,"Bacon, middle rasher, untrimmed, baked, roasted, fried, grilled or BBQ'd, no added fat",417.5,20.6,37.6,0.3,0.0
F000224,"Bacon, middle rasher, separable lean, fried, no added fat",205.1,31.2,8.5,0.8,0.0
F000223,"Bacon, middle rasher, separable fat, fried, no added fat",765.8,11.6,81.1,0.4,0.0
F000231,"Bacon, shortcut, as purchased without rind, fried, no added fat",250.0,30.4,13.9,0.9,0.0
F004299,"Ham, leg, lean",111.6,17.0,2.5,2.0,1.8
F007459,Prosciutto,292.5,30.8,18.8,0.3,0.0
F004025,"Frankfurt, cooked",225.1,14.3,17.0,3.4,1.8
F008112,"Sausage, beef, raw",235.9,14.5,18.7,2.9,0.0
F008106,"Sausage, beef, fried, no added fat",246.4,16.4,18.4,4.0,0.4
F008107,"Sausage, beef, grilled, no added fat",217.7,17.2,14.9,3.8,0.2
F008119,"Sausage, chicken, plain, fried, no added fat",201.0,18.2,12.0,4.9,0.6
F008116,"Sausage, chicken, flavoured, fried, no added fat",201.0,18.2,12.0,4.9,0.6
F008137,"Sausage, lamb, plain, fried, no added fat",226.1,15.6,16.1,4.9,0.4
F008136,"Sausage, lamb, flavoured, fried, no added fat",226.1,15.6,16.1,4.9,0.4
F008143,"Sausage, pork, fried, no added fat",258.8,16.5,19.4,4.5,1.4
F008126,"Sausage, chorizo, uncooked",282.7,20.1,22.1,1.2,0.5
F008125,"Sausage, chorizo, fried, no added fat",297.6,21.2,23.3,1.3,0.5
F007814,"Salami, danish",444.1,19.6,40.2,1.2,0.0
F007815,"Salami, hungarian",426.1,21.6,37.4,0.9,0.0
F007816,"Salami, mettwurst",428.1,21.9,37.5,0.8,0.0
F007817,"Salami, milano",425.7,21.7,36.9,2.2,0.0
F007819,"Salami, pepperoni",424.0,23.5,36.1,1.6,0.0
F007818,"Salami, all varieties, raw",345.4,21.9,28.3,0.4,0.5
F002756,"Chicken, processed luncheon meat, low or reduced fat",115.4,20.0,1.2,4.4,0.2
F000544,"Beef, corned, canned",228.7,21.5,15.7,0.3,0.7
F001322,"Braised steak & onions, canned",63.1,7.2,1.6,4.5,0.8
F006675,"Pie, steak & kidney, canned",165.6,10.0,7.7,13.6,0.9
F009450,"Sausages & vegetables, canned",67.6,4.0,2.1,7.8,0.9
F008740,"Spam, canned",295.9,14.2,26.1,1.9,0.0
F009452,"Steak & vegetables, canned",61.7,4.4,1.9,6.2,1.2
F002983,"Coconut, fresh, mature fruit, flesh",333.7,3.8,32.8,3.3,8.1
F002985,"Coconut, fresh, young or immature, flesh",84.4,1.6,5.6,7.0,0.5
F002984,"Coconut, fresh, mature, water or juice",20.8,0.5,0.1,4.7,0.0
F002986,"Coconut, fresh, young or immature, water or juice",26.1,0.2,0.0,6.6,0.0
F009794,"Water, coconut, commercial",12.9,0.2,0.0,3.2,0.0
F002987,"Coconut, grated & desiccated",663.7,6.9,65.4,7.3,15.4
F002982,"Coconut, cream, regular fat",217.0,1.6,23.2,1.4,0.0
F002991,"Coconut, milk, canned, regular fat",148.2,1.4,15.4,1.7,0.0
F002990,"Coconut, milk, canned, reduced fat",68.8,0.6,7.1,0.9,0.0
F006081,"Nut, almond, with skin, raw, unsalted",570.3,19.7,50.5,5.4,11.0
F006082,"Nut, almond, with skin, roasted, unsalted",588.4,19.7,52.5,5.4,11.0
F006077,"Nut, almond meal",570.3,19.7,50.5,5.4,11.0
F006087,"Nut, brazil, raw or blanched, unsalted",689.8,14.4,68.5,2.4,8.5
F006088,"Nut, cashew, raw, unsalted",607.1,17.0,49.2,22.9,5.9
F006092,"Nut, cashew, roasted, unsalted",604.7,17.0,47.7,26.8,3.4
F006090,"Nut, cashew, roasted, salted",610.4,17.0,48.5,26.7,3.0
F006095,"Nut, chestnut, raw, unsalted",173.8,3.4,0.2,32.1,14.9
F006096,"Nut, chestnut, roasted, unsalted",182.8,3.4,1.2,35.7,8.0
F006098,"Nut, hazelnut, raw, unsalted",642.7,14.8,61.4,5.1,10.4
F006099,"Nut, macadamia, raw, unsalted",737.6,6.5,76.7,4.6,7.9
F006107,"Nut, peanut, with skin, raw, unsalted",567.9,24.7,47.1,8.9,8.2
F006108,"Nut, peanut, with skin, roasted, with oil, salted",629.8,24.4,51.7,14.4,8.3
F006110,"Nut, peanut, without skin, roasted, with oil, unsalted",637.4,25.1,52.8,14.1,6.2
F006109,"Nut, peanut, without skin, roasted, with oil, salted",637.4,25.1,52.8,14.1,6.2
F006111,"Nut, pecan, raw, unsalted",710.6,9.8,71.9,4.9,8.4
F006112,"Nut, pine, raw, unsalted",699.1,13.0,70.0,4.5,5.1
F006113,"Nut, pistachio, raw, unsalted",545.7,17.0,48.6,7.8,7.7
F006116,"Nut, walnut, raw, unsalted",694.1,14.4,69.2,3.0,6.4
F008209,"Seed, chia, dried",436.2,23.8,29.8,3.1,33.2
F009977,"Seed, hemp, dried",586.0,29.8,50.6,2.5,4.2
F008210,"Seed, linseed or flaxseed",450.0,21.6,32.6,2.8,32.9
F008211,"Seed, poppy",512.2,18.0,41.6,8.6,19.5
F008212,"Seed, pumpkin, hulled & dried",537.5,30.2,45.0,2.1,4.6
F008215,"Seed, sunflower",564.5,24.7,48.3,3.1,13.0
F008214,"Seed, sesame, unsalted",626.2,22.2,55.6,6.2,10.1
F009533,"Wattle seed (acacia), ground",282.7,20.3,6.1,10.5,54.2
F010328,"Flour, hemp",293.5,22.3,11.1,2.7,49.4
F009076,"Tahini, sesame seed pulp",649.4,20.4,60.7,1.0,13.5
F000386,"Barramundi, aquacultured, fillet, raw",125.0,19.2,5.3,0.0,0.0
F000385,"Barramundi, aquacultured, fillet, grilled, no added fat",171.4,26.4,7.3,0.0,0.0
F000387,"Barramundi, aquacultured, fillet, steamed with no added fat",148.9,22.9,6.3,0.0,0.0
F000402,"Bassa (basa), fillet, raw",79.3,15.7,1.8,0.0,0.0
F000401,"Bassa (basa), fillet, baked, no added fat",108.7,21.5,2.4,0.0,0.0
F000403,"Bassa (basa), fillet, steamed, no added fat",94.6,18.7,2.1,0.0,0.0
F001277,"Blue grenadier (hoki), fillet, raw",83.7,18.0,1.2,0.0,0.0
F001276,"Blue grenadier (hoki), fillet, baked, no added fat",114.7,24.6,1.6,0.0,0.0
F001278,"Blue grenadier (hoki), fillet, steamed, no added fat",99.7,21.4,1.4,0.0,0.0
F001884,"Bream, fillet, raw",124.5,19.6,5.1,0.0,0.0
F001881,"Bream, fillet, baked, no added fat",170.7,26.8,7.0,0.0,0.0
F001885,"Bream, fillet, steamed, no added fat",138.9,22.4,5.4,0.0,0.0
F003973,"Flathead, fillet, raw",94.4,21.1,1.0,0.0,0.0
F003970,"Flathead, fillet, baked, no added fat",129.3,28.8,1.4,0.0,0.0
F003974,"Flathead, fillet, steamed, no added fat",116.4,26.1,1.2,0.0,0.0
F004202,"Gemfish, fillet, raw",80.1,14.0,2.6,0.1,0.0
F004201,"Gemfish, fillet, baked, no added fat",109.9,19.2,3.6,0.1,0.0
F004203,"Gemfish, fillet, steamed, no added fat",136.0,26.4,3.1,0.3,0.0
F004811,"Kingfish, yellowtail, aquacultured, fillet, with skin, raw",205.1,22.9,12.7,0.0,0.0
F004810,"Kingfish, yellowtail, aquacultured, fillet, with skin, grilled, no added fat",280.8,31.3,17.4,0.0,0.0
F004812,"Kingfish, yellowtail, aquacultured, fillet, with skin, steamed, no added fat",244.0,27.2,15.1,0.0,0.0
F005268,"Mackerel, raw",134.1,19.3,6.3,0.0,0.0
F005267,"Mackerel, grilled, no added fat",183.6,26.4,8.6,0.0,0.0
F005270,"Mackerel, steamed, no added fat",159.7,23.0,7.5,0.0,0.0
F005659,"Milkfish, aquacultured, fillet, raw",190.0,23.4,10.7,0.0,0.0
F005658,"Milkfish, aquacultured, fillet, grilled, no added fat",260.3,32.0,14.7,0.0,0.0
F005660,"Milkfish, aquacultured, fillet, steamed, no added fat",226.1,27.8,12.8,0.0,0.0
F005824,"Morwong, fillet, raw",130.0,19.4,5.8,0.0,0.0
F005823,"Morwong, fillet, grilled, no added fat",178.1,26.5,7.9,0.0,0.0
F005825,"Morwong, fillet, steamed, no added fat",126.2,23.0,3.7,0.0,0.0
F005922,"Mullet, yelloweye, fillet, raw",131.2,19.2,6.0,0.0,0.0
F005921,"Mullet, yelloweye, fillet, baked, no added fat",179.7,26.4,8.2,0.0,0.0
F005923,"Mullet, yelloweye, fillet, steamed, no added fat",133.6,22.0,5.0,0.0,0.0
F005930,"Mulloway, fillet, raw",104.0,20.6,2.3,0.0,0.0
F005926,"Mulloway, fillet baked, no added fat",142.2,28.2,3.2,0.0,0.0
F005932,"Mulloway, fillet, steamed, no added fat",129.1,23.2,3.9,0.0,0.0
F007827,"Salmon, Atlantic, fillet, raw",230.6,20.5,16.7,0.0,0.0
F007826,"Salmon, Atlantic, fillet, grilled, no added fat",257.6,22.9,18.6,0.0,0.0
F007828,"Salmon, Atlantic, fillet, steamed, no added fat",271.3,24.1,19.6,0.0,0.0
F007849,"Salmon, Pacific King, fillet, skinless, raw",274.6,18.1,22.8,0.0,0.0
F007848,"Salmon, Pacific King, fillet, skinless, grilled, no added fat",306.9,20.2,25.4,0.0,0.0
F007850,"Salmon, Pacific King, fillet, steamed, no added fat",323.1,21.3,26.8,0.0,0.0
F007973,"Sardine, Australian, whole, raw",105.6,19.7,2.9,0.0,0.0
F007972,"Sardine, Australian, whole, fried, no added fat",106.1,22.0,1.9,0.0,0.0
F008775,"Sprat, blue, wild caught, flesh, skin & bones, raw",90.3,18.7,1.6,0.0,0.0
F008774,"Sprat, blue, wild caught, flesh, skin & bones, fried, no added fat",106.1,22.0,1.9,0.0,0.0
F008237,"Shark, fillet, without skin, raw",103.7,24.6,0.4,0.0,0.0
F008236,"Shark, fillet, without skin, baked, no added fat",142.2,33.8,0.6,0.0,0.0
F008238,"Shark, fillet, without skin, steamed, no added fat",116.6,27.7,0.5,0.0,0.0
F008233,"Shark, battered, deep-fried, takeaway outlet",240.9,21.1,12.8,9.9,0.9
F008263,"Silver perch, aquacultured, raw",220.8,19.5,16.0,0.0,0.0
F008258,"Silver perch, aquacultured, baked, no added fat",302.6,26.7,22.0,0.0,0.0
F008264,"Silver perch, aquacultured, steamed, no added fat",262.9,23.2,19.1,0.0,0.0
F008359,"Snapper, fillet, raw",96.6,20.3,1.6,0.0,0.0
F008358,"Snapper, fillet, baked, no added fat",132.4,27.8,2.2,0.0,0.0
F008360,"Snapper, fillet, steamed, no added fat",132.4,27.8,2.2,0.0,0.0
F009163,"Tilapia, fillet, raw",114.0,18.5,4.4,0.0,0.0
F009161,"Tilapia, fillet, baked, no added fat",156.3,25.3,6.0,0.0,0.0
F009164,"Tilapia, fillet, steamed, no added fat",135.8,22.0,5.2,0.0,0.0
F009268,"Trout, ocean, aquacultured, fillet, without skin, raw",288.0,17.4,24.6,0.0,0.0
F009267,"Trout, ocean, aquacultured, fillet, without skin, baked, no added fat",394.6,23.8,33.7,0.0,0.0
F009269,"Trout, ocean, aquacultured, fillet, without skin, steamed, no added fat",343.0,20.7,29.3,0.0,0.0
F009271,"Trout, rainbow, aquacultured, raw",154.2,19.6,8.4,0.0,0.0
F009270,"Trout, rainbow, aquacultured, baked, no added fat",211.0,26.8,11.6,0.0,0.0
F009273,"Trout, rainbow, aquacultured, steamed, no added fat",183.3,23.3,10.0,0.0,0.0
F009303,"Tuna, yellowfin, fillet, raw",104.0,23.4,1.0,0.0,0.0
F009302,"Tuna, yellowfin, fillet, baked, no added fat",142.4,32.0,1.4,0.0,0.0
F009304,"Tuna, yellowfin, fillet, steamed, no added fat",123.8,27.8,1.2,0.0,0.0
F009560,"Whiting, King George, fillet, raw",86.5,19.8,0.7,0.0,0.0
F009557,"Whiting, King George, fillet, baked, no added fat",123.6,28.2,1.0,0.0,0.0
F009561,"Whiting, King George, fillet, steamed, no added fat",104.4,23.3,1.1,0.0,0.0
F003920,"Fish, eel, raw",178.1,18.4,11.7,0.0,0.0
F003897,"Fish finger, crumbed, purchased frozen, raw",220.8,12.1,11.6,16.6,1.1
F003896,"Fish finger, crumbed, purchased frozen, grilled, no added fat",251.0,13.8,13.2,18.9,1.2
F003950,"Fish, white flesh, battered, packaged frozen, baked, no added fat",196.0,12.2,7.0,20.6,0.5
F003954,"Fish, white flesh, crumbed, packaged frozen, baked, no added fat",222.8,13.6,10.0,18.8,1.5
F000002,"Abalone, black lip, aquacultured, raw",79.3,16.2,0.8,1.6,0.0
F000003,"Abalone, black lip, wild, raw",90.8,19.4,0.6,1.6,0.0
F000005,"Abalone, green lip, aquacultured, raw",82.5,17.1,0.8,1.6,0.0
F000006,"Abalone, green lip, wild, raw",86.8,18.7,0.5,1.6,0.0
F000004,"Abalone, brown lip, wild, raw",84.1,17.8,0.6,1.6,0.0
F003243,"Crab, flesh, purchased steamed or boiled",88.4,20.2,0.7,0.0,0.0
F005228,"Lobster, southern rock, wild, flesh, raw",88.4,20.2,0.7,0.0,0.0
F005227,"Lobster or crayfish, flesh, purchased steamed, poached or boiled, no added fat",98.2,22.5,0.8,0.0,0.0
F005968,"Mussel, blue, steamed",104.7,16.0,2.3,4.7,0.0
F006150,"Octopus, raw",69.8,14.9,1.0,0.0,0.0
F006148,"Octopus, boiled, no added fat",77.4,16.6,1.2,0.0,0.0
F006288,"Oyster, native, aquacultured, raw",47.3,7.3,1.7,0.6,0.0
F006289,"Oyster, Pacific, aquacultured, raw",66.4,10.8,2.2,0.6,0.0
F006291,"Oyster, Sydney rock, aquacultured, raw",70.0,10.6,2.8,0.6,0.0
F006285,"Oyster, aquacultured, raw",63.8,10.1,2.3,0.6,0.0
F007422,"Prawn, banana, wild, flesh, raw",59.0,13.2,0.6,0.0,0.0
